,classification,keyed_name,id,created_on,created_by_id,owned_by_id,managed_by_id,modified_on,modified_by_id,current_state,locked_by_id,is_current,major_rev,minor_rev,is_released,not_lockable,css,generation,new_version,config_id,permission_id,team_id,description,has_files,item_number,name,unit,unit_price,state,manufacturer,ce_latest_datasheet,ce_mfr_name,ce_object_id,ce_source,ce_mfr_part_number,indexed_on
45,,SV4,8756C3D8EC8149EEA0359F00F2BE3ADD,2017-10-01 12:00:00.000,D46AD795615F4BA182384FAF30422C9E,,,2017-10-01 12:00:00.000,D46AD795615F4BA182384FAF30422C9E,C363ABDADF8D485393BB89877DBDCFD0,,1,A,,1,0,,1,1,8756C3D8EC8149EEA0359F00F2BE3ADD,49B8F2B903D04A84AEA00050636514B9,,MICRO BUZZER 5V DC / 20mA PCB TYPE - SEALED,0,SV4,,,,Released,527645EA1C6646F5895C0A239E70C96F,,,,,,
46,,"PCA9533DP/01,118",88D201E945A448B1BBB9831A345EB552,2017-10-01 12:00:00.000,D46AD795615F4BA182384FAF30422C9E,,,2017-10-01 12:00:00.000,D46AD795615F4BA182384FAF30422C9E,C363ABDADF8D485393BB89877DBDCFD0,,1,A,,1,0,,1,1,88D201E945A448B1BBB9831A345EB552,49B8F2B903D04A84AEA00050636514B9,,PCA95334-bit I2C-bus LED dimmer,0,"PCA9533DP/01,118",,,,Released,6FB1A02EAD954A36B8518F8B44074FAA,,,1670462059,1,"PCA9533DP/01,118",
47,,7804K136,8B96D650F42549078CDF9763E16B8CC0,2017-10-01 12:00:00.000,D46AD795615F4BA182384FAF30422C9E,,,2017-10-01 12:00:00.000,D46AD795615F4BA182384FAF30422C9E,C363ABDADF8D485393BB89877DBDCFD0,,1,A,,1,0,,1,1,8B96D650F42549078CDF9763E16B8CC0,49B8F2B903D04A84AEA00050636514B9,,"Miniature High-Precision Stainless Steel Ball Bearing - ABEC-5, Flanged Double Shielded, for 5 mm Shaft Diameter, 10 mm OD",0,7804K136,,,,Released,61B48A7111E64519AB7D98099DF48701,,,,,,
48,,AQV255,8D81817989164B719F6F4C7E42030C66,2017-10-01 12:00:00.000,D46AD795615F4BA182384FAF30422C9E,,,2017-10-01 12:00:00.000,D46AD795615F4BA182384FAF30422C9E,C363ABDADF8D485393BB89877DBDCFD0,,1,A,,1,0,,1,1,8D81817989164B719F6F4C7E42030C66,49B8F2B903D04A84AEA00050636514B9,,Solid State,0,AQV255,,,,Released,BFFCC27A2A804CED8C94B7D7A9DF1D49,,,1512391867,1,AQV255,
49,,98032A436,95B01E72A0C248EF9C562CC7E52261D9,2017-10-01 12:00:00.000,D46AD795615F4BA182384FAF30422C9E,,,2017-10-01 12:00:00.000,D46AD795615F4BA182384FAF30422C9E,C363ABDADF8D485393BB89877DBDCFD0,,1,A,,1,0,,1,1,95B01E72A0C248EF9C562CC7E52261D9,49B8F2B903D04A84AEA00050636514B9,,"Mil. Spec. Cadmium-Plated Steel Flat Washer, Number 6 Screw Size, MS-27183-43, 0.156"" ID",0,98032A436,,,,Released,61B48A7111E64519AB7D98099DF48701,,,,,,
50,,91290A135,962DC29B6FF14B0C97A9F19000EC6326,2017-10-01 12:00:00.000,D46AD795615F4BA182384FAF30422C9E,,,2017-10-01 12:00:00.000,D46AD795615F4BA182384FAF30422C9E,C363ABDADF8D485393BB89877DBDCFD0,,1,A,,1,0,,1,1,962DC29B6FF14B0C97A9F19000EC6326,49B8F2B903D04A84AEA00050636514B9,,"Black-Oxide Class 12.9 Socket Head Cap Screw, Alloy Steel, M3 Thread, 35mm Length, 0.50mm Pitch",0,91290A135,,,,Released,61B48A7111E64519AB7D98099DF48701,,,,,,
51,,91290A125,99E73E63164841CE88B7DC13A5FE0FC3,2017-10-01 12:00:00.000,D46AD795615F4BA182384FAF30422C9E,,,2017-10-01 12:00:00.000,D46AD795615F4BA182384FAF30422C9E,C363ABDADF8D485393BB89877DBDCFD0,,1,A,,1,0,,1,1,99E73E63164841CE88B7DC13A5FE0FC3,49B8F2B903D04A84AEA00050636514B9,,"Black-Oxide Class 12.9 Socket Head Cap Screw, Alloy Steel, M3 Thread, 25mm Length, 0.50mm Pitch",0,91290A125,,,,Released,61B48A7111E64519AB7D98099DF48701,,,,,,
52,,CRCW1206472J200R20,9A5ED610BDD44E42A24303EF572C7E8D,2017-10-01 12:00:00.000,D46AD795615F4BA182384FAF30422C9E,,,2017-10-01 12:00:00.000,D46AD795615F4BA182384FAF30422C9E,C363ABDADF8D485393BB89877DBDCFD0,,1,A,,1,0,,1,1,9A5ED610BDD44E42A24303EF572C7E8D,49B8F2B903D04A84AEA00050636514B9,,Resistor SMT 4.7K 5% .06W,0,CRCW1206472J200R20,,,,Released,F74C0FDEAAB7450EAFD17844874D6445,,,1281498739,1,CRCW1206472J200R20,
53,,HEF4094BTT,9ECEA0449D5C46FD98A664277A66DF29,2017-10-01 12:00:00.000,D46AD795615F4BA182384FAF30422C9E,,,2017-10-01 12:00:00.000,D46AD795615F4BA182384FAF30422C9E,C363ABDADF8D485393BB89877DBDCFD0,,1,A,,1,0,,1,1,9ECEA0449D5C46FD98A664277A66DF29,49B8F2B903D04A84AEA00050636514B9,,"4000/14000/40000 SERIES, 8-BIT RIGHT SERIAL IN PARALLEL OUT SHIFT REGISTER, TRUE OUTPUT, PDSO16",0,HEF4094BTT,,,,Released,523B8E8F0CB24C33B487A53601BFEE13,,,HEF4094BTT,1,HEF4094BTT,
54,,0805S8F1001T5E,A13554B2E1524FE89F97E29D38CB1573,2017-10-01 12:00:00.000,D46AD795615F4BA182384FAF30422C9E,,,2017-10-01 12:00:00.000,D46AD795615F4BA182384FAF30422C9E,C363ABDADF8D485393BB89877DBDCFD0,,1,A,,1,0,,1,1,A13554B2E1524FE89F97E29D38CB1573,49B8F2B903D04A84AEA00050636514B9,,Resistor SMT 1K,0,0805S8F1001T5E,,,,Released,207F388A2AE94407808AE814D22BBF5B,,,1601074083,1,0805S8F1001T5E,
55,,0402WGF2211T2E,A2B0E4D8638343B3BE2ACE154122F324,2017-10-01 12:00:00.000,D46AD795615F4BA182384FAF30422C9E,,,2017-10-01 12:00:00.000,D46AD795615F4BA182384FAF30422C9E,C363ABDADF8D485393BB89877DBDCFD0,,1,A,,1,0,,1,1,A2B0E4D8638343B3BE2ACE154122F324,49B8F2B903D04A84AEA00050636514B9,,1/4W Thick film chip resistor,0,0402WGF2211T2E,,,,Released,207F388A2AE94407808AE814D22BBF5B,,,917475181,1,0402WGF2211T2E,
56,,PH1RB8TBSMT,A2D02CD58E794B12A85C4180B55E4528,2017-10-01 12:00:00.000,D46AD795615F4BA182384FAF30422C9E,,,2017-10-01 12:00:00.000,D46AD795615F4BA182384FAF30422C9E,C363ABDADF8D485393BB89877DBDCFD0,,1,A,,1,0,,1,1,A2D02CD58E794B12A85C4180B55E4528,49B8F2B903D04A84AEA00050636514B9,,.100  breakaway  header,0,PH1RB8TBSMT,,,,Released,E54C6AA9D8FE4CB0BE993D1FB3650EB9,,,1149683141,1,PH1RB8TBSMT,
57,,SML-LX1206IC-TR,A4888F5450E843028F26CF953B757F7C,2017-10-01 12:00:00.000,D46AD795615F4BA182384FAF30422C9E,,,2017-10-01 12:00:00.000,D46AD795615F4BA182384FAF30422C9E,C363ABDADF8D485393BB89877DBDCFD0,,1,A,,1,0,,1,1,A4888F5450E843028F26CF953B757F7C,49B8F2B903D04A84AEA00050636514B9,,"SMT - RED, GREEN, YELLOW, AMBER GaAs LED",0,SML-LX1206IC-TR,,,,Released,B59F1D2712C64610840CB0055D748AEA,,,1427534573,1,SML-LX1206IC-TR,
58,,91290A110,A5C6B73FF0F543878DEA9377EA2F5A19,2017-10-01 12:00:00.000,D46AD795615F4BA182384FAF30422C9E,,,2017-10-01 12:00:00.000,D46AD795615F4BA182384FAF30422C9E,C363ABDADF8D485393BB89877DBDCFD0,,1,A,,1,0,,1,1,A5C6B73FF0F543878DEA9377EA2F5A19,49B8F2B903D04A84AEA00050636514B9,,"Black-Oxide Class 12.9 Socket Head Cap Screw, Alloy Steel, M3 Thread, 5mm Length, 0.50mm Pitch",0,91290A110,,,,Released,61B48A7111E64519AB7D98099DF48701,,,,,,
59,,91290A112,A66F25CCCBBA45F583B7512B85851A4E,2017-10-01 12:00:00.000,D46AD795615F4BA182384FAF30422C9E,,,2017-10-01 12:00:00.000,D46AD795615F4BA182384FAF30422C9E,C363ABDADF8D485393BB89877DBDCFD0,,1,A,,1,0,,1,1,A66F25CCCBBA45F583B7512B85851A4E,49B8F2B903D04A84AEA00050636514B9,,"Black-Oxide Class 12.9 Socket Head Cap Screw, Alloy Steel, M3 Thread, 7mm Length, 0.50mm Pitch",0,91290A112,,,,Released,61B48A7111E64519AB7D98099DF48701,,,,,,
60,,NC7WZ02L8X,A85496AD757A4417BF6D5FFB429727A5,2017-10-01 12:00:00.000,D46AD795615F4BA182384FAF30422C9E,,,2017-10-01 12:00:00.000,D46AD795615F4BA182384FAF30422C9E,C363ABDADF8D485393BB89877DBDCFD0,,1,A,,1,0,,1,1,A85496AD757A4417BF6D5FFB429727A5,49B8F2B903D04A84AEA00050636514B9,,NC7WZ02 TinyLogic® UHS Dual 2-Input NOR Gate,0,NC7WZ02L8X,,,,Released,6FB1A02EAD954A36B8518F8B44074FAA,,,1951742857,1,NC7WZ02L8X,
61,,KK-R-04,AFEF071F7B0745D7BB6090BE34B5AA17,2017-10-01 12:00:00.000,D46AD795615F4BA182384FAF30422C9E,,,2017-10-01 12:00:00.000,D46AD795615F4BA182384FAF30422C9E,C363ABDADF8D485393BB89877DBDCFD0,,1,A,,1,0,,1,1,AFEF071F7B0745D7BB6090BE34B5AA17,49B8F2B903D04A84AEA00050636514B9,,4-pin w/polarity,0,KK-R-04,,,,Released,9752A13EDA66411C89CA42A45CC313EB,,,303840670,1,KK-R-04,
62,,WME-2X6-T-6-5,B5BF6A2138264B3186E0509030DA8591,2017-10-01 12:00:00.000,D46AD795615F4BA182384FAF30422C9E,,,2017-10-01 12:00:00.000,D46AD795615F4BA182384FAF30422C9E,C363ABDADF8D485393BB89877DBDCFD0,,1,A,,1,0,,1,1,B5BF6A2138264B3186E0509030DA8591,49B8F2B903D04A84AEA00050636514B9,,1.27 mm pin female header,0,WME-2X6-T-6-5,,,,Released,7F68A8DCEA9F46A3B79DDDAAD2D800B7,,,1167002734,1,WME-2X6-T-6-5,
63,,MB-D-26,B84E302CF2244013878E9C73C07FAD2B,2017-10-01 12:00:00.000,D46AD795615F4BA182384FAF30422C9E,,,2017-10-01 12:00:00.000,D46AD795615F4BA182384FAF30422C9E,C363ABDADF8D485393BB89877DBDCFD0,,1,A,,1,0,,1,1,B84E302CF2244013878E9C73C07FAD2B,49B8F2B903D04A84AEA00050636514B9,,2.0mm shrouded header PCB mount vertical,0,MB-D-26,,,,Released,9752A13EDA66411C89CA42A45CC313EB,,,303842582,1,MB-D-26,
64,,MB26M86000000,B952FCA8FA0B41AB8335A041DA209980,2017-10-01 12:00:00.000,D46AD795615F4BA182384FAF30422C9E,,,2017-10-01 12:00:00.000,D46AD795615F4BA182384FAF30422C9E,C363ABDADF8D485393BB89877DBDCFD0,,1,A,,1,0,,1,1,B952FCA8FA0B41AB8335A041DA209980,49B8F2B903D04A84AEA00050636514B9,,"Header, 13-Pin, Dual row",0,MB26M86000000,,,,Released,FB61D47BAECA497CAE9079352B699F43,,,305919970,1,MB26M86000000,
65,,12065F104MAZ2A,BA8215E7FF104D698AD172C783026F65,2017-10-01 12:00:00.000,D46AD795615F4BA182384FAF30422C9E,,,2017-10-01 12:00:00.000,D46AD795615F4BA182384FAF30422C9E,C363ABDADF8D485393BB89877DBDCFD0,,1,A,,1,0,,1,1,BA8215E7FF104D698AD172C783026F65,49B8F2B903D04A84AEA00050636514B9,,100nF / 0.1uF ceramic capacitor 1206 SMT ceramic,0,12065F104MAZ2A,,,,Released,70157908D11F4C92893E4C655B3E8CC2,,,1853746886,1,12065F104MAZ2A,
66,,91290A123,BF3CE0329BC94D6690D6D16A51BB4F7B,2017-10-01 12:00:00.000,D46AD795615F4BA182384FAF30422C9E,,,2017-10-01 12:00:00.000,D46AD795615F4BA182384FAF30422C9E,C363ABDADF8D485393BB89877DBDCFD0,,1,A,,1,0,,1,1,BF3CE0329BC94D6690D6D16A51BB4F7B,49B8F2B903D04A84AEA00050636514B9,,"Black-Oxide Class 12.9 Socket Head Cap Screw, Alloy Steel, M3 Thread, 20mm Length, 0.50mm Pitch",0,91290A123,,,,Released,61B48A7111E64519AB7D98099DF48701,,,,,,
67,,90695A038,C2F785A64ADD4572A8D159AA9990A394,2017-10-01 12:00:00.000,D46AD795615F4BA182384FAF30422C9E,,,2017-10-01 12:00:00.000,D46AD795615F4BA182384FAF30422C9E,C363ABDADF8D485393BB89877DBDCFD0,,1,A,,1,0,,1,1,C2F785A64ADD4572A8D159AA9990A394,49B8F2B903D04A84AEA00050636514B9,,"Class 04 Steel Thin Hex Nut - DIN 439B, Zinc Plated, M6x1 Thread Size, 10mm Wide, 3.2mm Hig",0,90695A038,,,,Released,61B48A7111E64519AB7D98099DF48701,,,,,,
68,,TCTPL0J476M8R,C3E5C3F2956249EFA398BBA804D7C741,2017-10-01 12:00:00.000,D46AD795615F4BA182384FAF30422C9E,,,2017-10-01 12:00:00.000,D46AD795615F4BA182384FAF30422C9E,C363ABDADF8D485393BB89877DBDCFD0,,1,A,,1,0,,1,1,C3E5C3F2956249EFA398BBA804D7C741,49B8F2B903D04A84AEA00050636514B9,,Chip tantalum capacitors (Bottom surface electrode type : Large capacitance) TCT Series PL Case,0,TCTPL0J476M8R,,,,Released,942D5E4A8C9C464CAA7FD5ED389DAD68,,,1677230186,1,TCTPL0J476M8R,
69,,AC0402FR-1333RL,C54441C4F4A349169DF240F161529EBF,2017-10-01 12:00:00.000,D46AD795615F4BA182384FAF30422C9E,,,2017-10-01 12:00:00.000,D46AD795615F4BA182384FAF30422C9E,C363ABDADF8D485393BB89877DBDCFD0,,1,A,,1,0,,1,1,C54441C4F4A349169DF240F161529EBF,49B8F2B903D04A84AEA00050636514B9,,Resistor SMT 33K 1% 1/16W,0,AC0402FR-1333RL,,,,Released,DAAB81FC241A4EC389394EE73F35C5AA,,,1157473934,1,AC0402FR-1333RL,
70,,SML-521MYW,C9106DABFF4842548A96069381467168,2017-10-01 12:00:00.000,D46AD795615F4BA182384FAF30422C9E,,,2017-10-01 12:00:00.000,D46AD795615F4BA182384FAF30422C9E,C363ABDADF8D485393BB89877DBDCFD0,,1,A,,1,0,,1,1,C9106DABFF4842548A96069381467168,49B8F2B903D04A84AEA00050636514B9,,Green  LED  0805,0,SML-521MYW,,,,Released,942D5E4A8C9C464CAA7FD5ED389DAD68,,,1906231162,1,SML-521MYW,
71,,91290A111,CA3D1B4261B84A9B8485E42939602C4C,2017-10-01 12:00:00.000,D46AD795615F4BA182384FAF30422C9E,,,2017-10-01 12:00:00.000,D46AD795615F4BA182384FAF30422C9E,C363ABDADF8D485393BB89877DBDCFD0,,1,A,,1,0,,1,1,CA3D1B4261B84A9B8485E42939602C4C,49B8F2B903D04A84AEA00050636514B9,,"Black-Oxide Class 12.9 Socket Head Cap Screw, Alloy Steel, M3 Thread, 6mm Length, 0.50mm Pitch",0,91290A111,,,,Released,61B48A7111E64519AB7D98099DF48701,,,,,,
72,,0805WAF1000T5E,CA9BBF60E89C407EA0805F9BA656A334,2017-10-01 12:00:00.000,D46AD795615F4BA182384FAF30422C9E,,,2017-10-01 12:00:00.000,D46AD795615F4BA182384FAF30422C9E,C363ABDADF8D485393BB89877DBDCFD0,,1,A,,1,0,,1,1,CA9BBF60E89C407EA0805F9BA656A334,49B8F2B903D04A84AEA00050636514B9,,Resistor SMT 100 ohms,0,0805WAF1000T5E,,,,Released,207F388A2AE94407808AE814D22BBF5B,,,1601075047,1,0805WAF1000T5E,
73,,KPJXHT-4S-S,CABC30BD31304379A69259516CA26E2A,2017-10-01 12:00:00.000,D46AD795615F4BA182384FAF30422C9E,,,2017-10-01 12:00:00.000,D46AD795615F4BA182384FAF30422C9E,C363ABDADF8D485393BB89877DBDCFD0,,1,A,,1,0,,1,1,CABC30BD31304379A69259516CA26E2A,49B8F2B903D04A84AEA00050636514B9,,KPJX Series Snap and Lock PCB,0,KPJXHT-4S-S,,,,Released,5A9204F02C78400385DFDCC6C3534AE5,,,1598158145,1,KPJXHT-4S-S,
74,,91100A170,CB952B8B74904BDC8453FD9131D1C4C8,2017-10-01 12:00:00.000,D46AD795615F4BA182384FAF30422C9E,,,2017-10-01 12:00:00.000,D46AD795615F4BA182384FAF30422C9E,C363ABDADF8D485393BB89877DBDCFD0,,1,A,,1,0,,1,1,CB952B8B74904BDC8453FD9131D1C4C8,49B8F2B903D04A84AEA00050636514B9,,"Zinc-Plated Steel Oversized Flat Washer, M12 Screw Size, 3.175mm ID, 7.95mm OD",0,91100A170,,,,Released,61B48A7111E64519AB7D98099DF48701,,,,,,
75,,VL121,CD29ED69322A421B93124FEE2AA3BCE1,2017-10-01 12:00:00.000,D46AD795615F4BA182384FAF30422C9E,,,2017-10-01 12:00:00.000,D46AD795615F4BA182384FAF30422C9E,C363ABDADF8D485393BB89877DBDCFD0,,1,A,,1,0,,1,1,CD29ED69322A421B93124FEE2AA3BCE1,49B8F2B903D04A84AEA00050636514B9,,Display 2004A-GDS065W,0,VL121,,,,Released,C1B6EE38D51A43E4BA877A093064B22E,,,,,,
76,,MAX6675ISA,D34F1EF80F314F3BAE89099536C6E79D,2017-10-01 12:00:00.000,D46AD795615F4BA182384FAF30422C9E,,,2017-10-01 12:00:00.000,D46AD795615F4BA182384FAF30422C9E,C363ABDADF8D485393BB89877DBDCFD0,,1,A,,1,0,,1,1,D34F1EF80F314F3BAE89099536C6E79D,49B8F2B903D04A84AEA00050636514B9,,Cold-Junction-Compensated K-Thermocouple-to-Digital Converter (0°C to +1024°C),0,MAX6675ISA,,,,Released,06E55D3D5A224FC39A253B10FA69F1F8,,,1923603287,1,MAX6675ISA,
77,,306F-308-2005,D3C600FE858C44EEAD66D147E7417F82,2017-10-01 12:00:00.000,D46AD795615F4BA182384FAF30422C9E,,,2017-10-01 12:00:00.000,D46AD795615F4BA182384FAF30422C9E,C363ABDADF8D485393BB89877DBDCFD0,,1,A,,1,0,,1,1,D3C600FE858C44EEAD66D147E7417F82,49B8F2B903D04A84AEA00050636514B9,,.156” (3.96mm) Through Hole Bottom Entry Connector,0,306F-308-2005,,,,Released,E54C6AA9D8FE4CB0BE993D1FB3650EB9,,,1927653476,1,306F-308-2005,
78,,PGB1010603KR,D6843806B3D8467DA9C37C60283ACFBC,2017-10-01 12:00:00.000,D46AD795615F4BA182384FAF30422C9E,,,2017-10-01 12:00:00.000,D46AD795615F4BA182384FAF30422C9E,C363ABDADF8D485393BB89877DBDCFD0,,1,A,,1,0,,1,1,D6843806B3D8467DA9C37C60283ACFBC,49B8F2B903D04A84AEA00050636514B9,,PGB1 Series Halogen-Free / Lead-Free,0,PGB1010603KR,,,,Released,ED33DA6AA68744EF93A790F9BAE97A5A,,,1740900744,1,PGB1010603KR,
79,,MMA0204WE4701BB00,DF2ED7B46887411C88A785D9391AAE9E,2017-10-01 12:00:00.000,D46AD795615F4BA182384FAF30422C9E,,,2017-10-01 12:00:00.000,D46AD795615F4BA182384FAF30422C9E,C363ABDADF8D485393BB89877DBDCFD0,,1,A,,1,0,,1,1,DF2ED7B46887411C88A785D9391AAE9E,49B8F2B903D04A84AEA00050636514B9,,4.7k ohm resistor 1206 0.1% SMT,0,MMA0204WE4701BB00,,,,Released,F74C0FDEAAB7450EAFD17844874D6445,,,1579966425,1,MMA0204WE4701BB00,
80,,84SN-CC3-001-N,E1D3B173ED84444F9DA320A30B83F92A,2017-10-01 12:00:00.000,D46AD795615F4BA182384FAF30422C9E,,,2017-10-01 12:00:00.000,D46AD795615F4BA182384FAF30422C9E,C363ABDADF8D485393BB89877DBDCFD0,,1,A,,1,0,,1,1,E1D3B173ED84444F9DA320A30B83F92A,49B8F2B903D04A84AEA00050636514B9,,Single membrane short switch,0,84SN-CC3-001-N,,,,Released,2F3E0F804CB94CBEBD8052521F281F74,,,1640160391,1,84SN-CC3-001-N,
81,,PSMN7R0-30YL,E3CC1B0EBFCF46AF95E15B6655ABFB82,2017-10-01 12:00:00.000,D46AD795615F4BA182384FAF30422C9E,,,2017-10-01 12:00:00.000,D46AD795615F4BA182384FAF30422C9E,C363ABDADF8D485393BB89877DBDCFD0,,1,A,,1,0,,1,1,E3CC1B0EBFCF46AF95E15B6655ABFB82,49B8F2B903D04A84AEA00050636514B9,,PSMN7R0-30YL N-channel 30 V 7 m Ω logic level MOSFET in LFPAK,0,PSMN7R0-30YL,,,,Released,523B8E8F0CB24C33B487A53601BFEE13,,,1576225321,1,PSMN7R0-30YL,
82,,LM1084IS-5.0,E44DECDBA54B42D09EA8CF752573CEA7,2017-10-01 12:00:00.000,D46AD795615F4BA182384FAF30422C9E,,,2017-10-01 12:00:00.000,D46AD795615F4BA182384FAF30422C9E,C363ABDADF8D485393BB89877DBDCFD0,,1,A,,1,0,,1,1,E44DECDBA54B42D09EA8CF752573CEA7,49B8F2B903D04A84AEA00050636514B9,,5A Low Dropout Positive Regulator,0,LM1084IS-5.0,,,,Released,86156A4857254BAEBF74F5CA7CEA99B4,,,1495768394,1,LM1084IS-5.0,
83,,RC0402FR-1312KL,ED332564A9724BB4A24935CD3887562C,2017-10-01 12:00:00.000,D46AD795615F4BA182384FAF30422C9E,,,2017-10-01 12:00:00.000,D46AD795615F4BA182384FAF30422C9E,C363ABDADF8D485393BB89877DBDCFD0,,1,A,,1,0,,1,1,ED332564A9724BB4A24935CD3887562C,49B8F2B903D04A84AEA00050636514B9,,Resistor 12K 1% 1/16W,0,RC0402FR-1312KL,,,,Released,DAAB81FC241A4EC389394EE73F35C5AA,,,1889863529,1,RC0402FR-1312KL,
84,,MCR03FZHF105,ED75DDDE74854F49ACE1A25FE99680CE,2017-10-01 12:00:00.000,D46AD795615F4BA182384FAF30422C9E,,,2017-10-01 12:00:00.000,D46AD795615F4BA182384FAF30422C9E,C363ABDADF8D485393BB89877DBDCFD0,,1,A,,1,0,,1,1,ED75DDDE74854F49ACE1A25FE99680CE,49B8F2B903D04A84AEA00050636514B9,,Thick film rectangular MCR03 (1608 size),0,MCR03FZHF105,,,,Released,942D5E4A8C9C464CAA7FD5ED389DAD68,,,833442302,1,MCR03FZHF105,
85,,MCL-N6WT-B-NW-P,EEA50249216B4C2397B289E0956545F9,2017-10-01 12:00:00.000,D46AD795615F4BA182384FAF30422C9E,,,2017-10-01 12:00:00.000,D46AD795615F4BA182384FAF30422C9E,C363ABDADF8D485393BB89877DBDCFD0,,1,A,,1,0,,1,1,EEA50249216B4C2397B289E0956545F9,49B8F2B903D04A84AEA00050636514B9,,LCD Backlight white,0,MCL-N6WT-B-NW-P,,,,Released,B59F1D2712C64610840CB0055D748AEA,,,1164034364,1,MCL-N6WT-B-NW-P,
86,,MCR03EZHFX104,EFB82D25EBFC48278DD081C9263948EF,2017-10-01 12:00:00.000,D46AD795615F4BA182384FAF30422C9E,,,2017-10-01 12:00:00.000,D46AD795615F4BA182384FAF30422C9E,C363ABDADF8D485393BB89877DBDCFD0,,1,A,,1,0,,1,1,EFB82D25EBFC48278DD081C9263948EF,49B8F2B903D04A84AEA00050636514B9,,Thick film rectangular MCR03 (1608 size),0,MCR03EZHFX104,,,,Released,942D5E4A8C9C464CAA7FD5ED389DAD68,,,1207537984,1,MCR03EZHFX104,
87,,TCTP0E107M8R,F0FF2F7334A644AB894E7B6C8EBAAE11,2017-10-01 12:00:00.000,D46AD795615F4BA182384FAF30422C9E,,,2017-10-01 12:00:00.000,D46AD795615F4BA182384FAF30422C9E,C363ABDADF8D485393BB89877DBDCFD0,,1,A,,1,0,,1,1,F0FF2F7334A644AB894E7B6C8EBAAE11,49B8F2B903D04A84AEA00050636514B9,,Chip tantalum capacitors (Bottom surface electrode type : Large capacitance) TCT Series P Case,0,TCTP0E107M8R,,,,Released,942D5E4A8C9C464CAA7FD5ED389DAD68,,,1768084457,1,TCTP0E107M8R,
88,,FC1206-1000-FTW,F42976405DF34586875912A189753C90,2017-10-01 12:00:00.000,D46AD795615F4BA182384FAF30422C9E,,,2017-10-01 12:00:00.000,D46AD795615F4BA182384FAF30422C9E,C363ABDADF8D485393BB89877DBDCFD0,,1,A,,1,0,,1,1,F42976405DF34586875912A189753C90,49B8F2B903D04A84AEA00050636514B9,,100K thermistor SMD 1206 1%,0,FC1206-1000-FTW,,,,Released,23245B34238342508EF54B7569C57655,,,2096941559,1,FC1206-1000-FTW,
89,,93395A213,F60B0C7E46F94BD4843A26649D2E3BA0,2017-10-01 12:00:00.000,D46AD795615F4BA182384FAF30422C9E,,,2017-10-01 12:00:00.000,D46AD795615F4BA182384FAF30422C9E,C363ABDADF8D485393BB89877DBDCFD0,,1,A,,1,0,,1,1,F60B0C7E46F94BD4843A26649D2E3BA0,49B8F2B903D04A84AEA00050636514B9,,"Type 316 Stainless Steel Flat-Head Socket Cap Screw, M3 Size, 20mm Length, .50mm Pitch",0,93395A213,,,,Released,61B48A7111E64519AB7D98099DF48701,,,,,,
90,,MSDAT,F67D4DF654994C3FA625CD65A7708CFC,2017-10-01 12:00:00.000,D46AD795615F4BA182384FAF30422C9E,,,2017-10-01 12:00:00.000,D46AD795615F4BA182384FAF30422C9E,C363ABDADF8D485393BB89877DBDCFD0,,1,A,,1,0,,1,1,F67D4DF654994C3FA625CD65A7708CFC,49B8F2B903D04A84AEA00050636514B9,,2 pin jumper,0,MSDAT,,,,Released,E54C6AA9D8FE4CB0BE993D1FB3650EB9,,,301996152,1,MSDAT,
91,,MSP2B1R000JT17E3,FFB51E5E4CFE4C1F9A1ECD36B5676457,2017-10-01 12:00:00.000,D46AD795615F4BA182384FAF30422C9E,,,2017-10-01 12:00:00.000,D46AD795615F4BA182384FAF30422C9E,C363ABDADF8D485393BB89877DBDCFD0,,1,A,,1,0,,1,1,FFB51E5E4CFE4C1F9A1ECD36B5676457,49B8F2B903D04A84AEA00050636514B9,,1k ohm resistor 1206 SMT,0,MSP2B1R000JT17E3,,,,Released,F74C0FDEAAB7450EAFD17844874D6445,,,1895151559,1,MSP2B1R000JT17E3,
